,CompoundName,SMILES,caymanID,casID,Formula
15334,Baloxavir,O=C1c2c(O)c(=O)ccn2N([C@@H]2c3ccccc3SCc3c2ccc(F)c3F)[C@@H]2COCCN12,35125,1985605-59-1,C24H19F2N3O4S
15335,Shikalkin,CC(C)=CCC(O)C1=CC(=O)c2c(O)ccc(O)c2C1=O,34355,54952-43-1,C16H16O5
15336,Dehydrotumulosic Acid,C=C(CC[C@@H](C(=O)O)[C@H]1[C@H](O)C[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C)C(C)C,34938,6754-16-1,C31H48O4
15337,Zidebactam,O=C(NNC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O)[C@@H]1CCCNC1,30701,1436861-97-0,C13H21N5O7S
15338,AZD 5904,O=c1[nH]c(=S)n(C[C@H]2CCCO2)c2nc[nH]c12,33931,618913-30-7,C10H12N4O2S
15339,Chlordiazepoxide,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,14261,58-25-3,C16H14ClN3O
15340,Enmetazobactam,Cn1cc[n+](C[C@@]2(C)[C@H](C(=O)[O-])N3C(=O)C[C@H]3S2(=O)=O)n1,30715,1001404-83-6,C11H14N4O5S
15341,Quercetin 3-O-?-D-xylopyranoside,O=c1c(O[C@@H]2OC[C@@H](O)[C@H](O)[C@H]2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,35141,549-32-6,C20H18O11
15342,Nicarbazine,Cc1cc(C)[nH]c(=O)n1.O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccc([N+](=O)[O-])cc1,35110,330-95-0,C19H18N6O6
15344,ACT-709478,N#Cc1ccc(Cn2ccc(NC(=O)Cc3ccc(C4(C(F)(F)F)CC4)cc3)n2)nc1,25371,1838651-58-3,C22H18F3N5O
15345,Simvastatin Hydroxy Acid (ammonium salt),CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)[O-])[C@H]21.[NH4+],34883,139893-43-9,C25H43NO6
15346,Periplogenin,C[C@]12CC[C@H](O)C[C@@]1(O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O,35047,514-39-6,C23H34O5
15347,AR231453,CC(C)c1noc(C2CCN(c3ncnc(Nc4ccc(S(C)(=O)=O)cc4F)c3[N+](=O)[O-])CC2)n1,34898,733750-99-7,C21H24FN7O5S
15348,Siamenoside I,C[C@H](CC[C@@H](O[C@@H]1O[C@H](CO[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@@H](O)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O)C(C)(C)O)[C@H]1CC[C@@]2(C)[C@@H]3CC=C4[C@@H](CC[C@H](O[C@@H]5O[C@H](CO)[C@@H](O)[C@H](O)[C@H]5O)C4(C)C)[C@]3(C)[C@H](O)C[C@]12C,34656,126105-12-2,C54H92O24
15349,?8-THC Acetate,CCCCCc1cc(OC(C)=O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,29209,23050-54-6,C23H32O3
15350,Prim-O-Glucosylcimifugin,COc1c2c(cc3oc(CO[C@@H]4O[C@H](CO)[C@@H](O)[C@@H](O)[C@H]4C)cc(=O)c13)O[C@H](C(C)(C)O)C2,34921,80681-45-4,C23H30O10
15351,"3,4-Methylenedioxy-?-Cyclohexylaminopropiophenone (hydrochloride)",CC(NC1CCCCC1)C(=O)c1ccc2c(c1)OCO2.Cl,35165,2972185-70-7,C16H22ClNO3
15352,Atractylodin,C/C=C/C#CC#C/C=C/c1ccco1,35033,55290-63-6,C13H10O
15353,"1,2-Dipalmitoyl-sn-glycero-3-EPC (chloride)",CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)(OCC)OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC.[Cl-],15099,328250-18-6,C42H85ClNO8P
15354,Licoflavone C,CC(C)=CCc1c(O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,35031,72357-31-4,C20H18O5
15355,"5-Formyl-5,6,7,8-tetrahydropteroic Acid (hydrochloride)",Cl.Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)O)cc1)N2C=O,35717,2469007-14-3,C15H17ClN6O4
15356,1-O-Acetylbritannilactone,C=C1C(=O)O[C@@H]2CC(C)=C([C@@H](C)CCCOC(C)=O)[C@@H](O)[C@H]12,35137,33627-41-7,C17H24O5
15357,4-chloro Trazodone isomer (hydrochloride),Cl.O=c1n(CCCN2CCN(c3ccc(Cl)cc3)CC2)nc2ccccn12,35404,1263278-77-8,C19H23Cl2N5O
15358,Ramipril Diketopiperazine,CCOC(=O)[C@H](CCc1ccccc1)N1C(=O)[C@@H]2C[C@@H]3CCC[C@@H]3N2C(=O)[C@@H]1C,34917,108731-95-9,C23H30N2O4
15359,?-Arbutin,OC[C@H]1O[C@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O,35386,84380-01-8,C12H16O7
15360,(2S)-6-Prenylnaringenin,CC(C)=CCc1c(O)cc2c(c1O)C(=O)C[C@@H](c1ccc(O)cc1)O2,35138,68236-13-5,C20H20O5
15361,Lotusine,COc1cc2c(cc1O)CC[N+](C)(C)[C@@H]2Cc1ccc(O)cc1,35136,6871-67-6 ,C19H24NO3
15362,Chrysin 7-Glucuronide ,O=C(O)[C@H]1O[C@@H](Oc2cc(O)c3c(=O)cc(-c4ccccc4)oc3c2)[C@H](O)[C@@H](O)[C@@H]1O,35034,35775-49-6 ,C21H18O10
15363,Sodium Orthovanadate ,O=[V]([O-])([O-])[O-].[Na+].[Na+].[Na+],34328,13721-39-6 ,Na3O4V
15364,Colupulone ,CC(C)=CCC1=C(O)C(C(=O)C(C)C)=C(O)C(CC=C(C)C)(CC=C(C)C)C1=O,34048,468-27-9 ,C25H36O4
15365,Flumequine-13C3 ,CC1CCc2cc(F)cc3c2n1c[13c]([13C](=O)O)[13c]3=O,34006,1185049-09-5 ,C14H12FNO3
15366,Biperiden-d5 ,[2H]c1c([2H])c([2H])c(C(O)(CCN2CCCCC2)C2CC3C=CC2C3)c([2H])c1[2H],33469,2938691-75-7,C21H29NO
15367,Gallic Acid-d2 ,[2H]c1c(O)c(O)c(O)c([2H])c1C(=O)O,35132,294660-92-7 ,C7H6O5
15368,Brevifolincarboxylic Acid ,O=C1CC(C(=O)O)c2c1oc(=O)c1cc(O)c(O)c(O)c21,34922,18490-95-4 ,C13H8O8
15369,Ganoderic Acid G ,CC(CC(=O)CC(C)C1CC(=O)C2(C)C3=C(C(=O)[C@@H](O)C12C)C1(C)CC[C@H](O)C(C)(C)C1C[C@@H]3O)C(=O)O,34675,98665-22-6 ,C30H44O8
15370,Aprocitentan,NS(=O)(=O)Nc1ncnc(OCCOc2ncc(Br)cn2)c1-c1ccc(Br)cc1,34915,1103522-45-7 ,C16H14Br2N6O4S
15371,Ganoderol B ,C/C(=C\CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=CC[C@H]4C(C)(C)[C@@H](O)CC[C@]4(C)C3=CC[C@]12C)CO,34324,104700-96-1 ,C30H48O2
15373,Lappaconitine,CCN1C[C@]2(OC(=O)c3ccccc3NC(C)=O)CC[C@H](OC)[C@]34[C@@H]2C[C@@H]([C@@H]13)[C@@]1(O)C[C@H](OC)[C@H]2C[C@@H]4[C@]1(O)[C@H]2OC,28747,32854-75-4 ,C32H44N2O8
15374,Tricyclene,CC1(C)C2CC3C(C2)C31C,34290,508-32-7 ,C10H16
15375,Thioacetazone,CC(=O)Nc1ccc(C=NNC(N)=S)cc1,34589,104-06-3 ,C10H12N4OS
15376,Eprazinone (hydrochloride) ,CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1.Cl.Cl,28269,10402-53-6 ,C24H34Cl2N2O2
15377,Desisobutyryl Ciclesonide ,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1C[C@H]1O[C@@H](C3CCCCC3)O[C@]12C(=O)CO,34819,161115-59-9 ,C28H38O6
15378,L-Glutamine-d5,[2H]C([2H])(C(N)=O)C([2H])([2H])[C@]([2H])(N)C(=O)O,34819,14341-78-7,C5H10N2O3
15379,Rizatriptan N-oxide ,C[N+](C)([O-])CCc1c[nH]c2ccc(Cn3cncn3)cc12,35104,260435-42-5 ,C15H19N5O
15380,GNE-317 ,COC1(c2sc3c(N4CCOCC4)nc(-c4cnc(N)nc4)nc3c2C)COC1,27671,1394076-92-6 ,C19H22N6O3S
15381,N-Nitroso Metoprolol ,COCCc1ccc(OCC(O)CN(N=O)C(C)C)cc1,34738,138768-62-4 ,C15H24N2O4
15382,Dabigatran-d3 ,[2H]C([2H])([2H])n1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,35704,1246817-44-6 ,C25H25N7O3
15383,Irigenin ,COc1cc(-c2coc3cc(O)c(OC)c(O)c3c2=O)cc(O)c1OC,34676,548-76-5 ,C18H16O8
15384,Ethephon,O=P(O)(O)CCCl,33562,16672-87-0 ,C2H6ClO3P
15385,Mebicar,CN1C(=O)N(C)C2C1N(C)C(=O)N2C,34606,10095-06-4 ,C8H14N4O2
15386,O-Phosphoethanolamine ,NCCOP(=O)(O)O,34636,1071-23-4 ,C2H8NO4P
15387,NVP-2 ,COC[C@@H](C)N[C@H]1CC[C@H](Nc2cc(-c3cccc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1,34725,1263373-43-8 ,C27H37ClN6O2
15388,Desmethoxyyangonin,COc1cc(/C=C/c2ccccc2)oc(=O)c1,23814,15345-89-8 ,C14H12O3
15389,Dihydrocoumarin,O=C1CCc2ccccc2O1,33495,119-84-6 ,C9H8O2
15390,Desfuroylceftiofur,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CS)CS[C@H]12)c1csc(N)n1,20360,120882-22-6,C14H15N5O5S3
15391,SB-242235,COc1nccc(-c2c(-c3ccc(F)cc3)ncn2C2CCNCC2)n1,35117,193746-75-7,C19H20FN5O
15392,Carbinoxamine-d6 (maleate) ,O=C(O)/C=C\C(=O)O.[2H]C([2H])([2H])N(CCOC(c1ccc(Cl)cc1)c1ccccn1)C([2H])([2H])[2H],34246,2747914-08-3,C20H23ClN2O5
15393,Suberosin,COc1cc2oc(=O)ccc2cc1CC=C(C)C,35035,581-31-7 ,C15H16O3
15394,(E/Z)-Ajoene,C=CCSSC=CCS(=O)CC=C,34881,92285-01-3,C9H14OS3
15395,Senkyunolide H,CCC/C=C1\OC(=O)C2=C1CC[C@@H](O)[C@H]2O,35142,94596-27-7,C12H16O4
15396,?8-THCP,CCCCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21,30304,51768-60-6,C23H34O2
15397,Bendazac,O=C(O)COc1nn(Cc2ccccc2)c2ccccc12,35127,20187-55-7,C16H14N2O3
15398,Phenetrazine (hydrochloride),CCC1NCCOC1c1ccccc1.Cl,35144,1956382-42-5,C12H18ClNO
15399,N-Nitroso Desloratadine-d4,[2H]C1([2H])CC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC([2H])([2H])N1N=O,34741,2733579-31-0,C19H18ClN3O
15400,Danicopan,CC(=O)c1nn(CC(=O)N2C[C@H](F)C[C@H]2C(=O)Nc2cccc(Br)n2)c2ccc(-c3cnc(C)nc3)cc12,32737,1903768-17-1,C26H23BrFN7O3
15401,5-methoxy MALT,C=CCN(C)CCc1c[nH]c2ccc(OC)cc12,34727,1373918-64-9,C15H20N2O
15402,AC-264613,C/C(=N\NC(=O)[C@@H]1C(=O)NC[C@H]1c1ccccc1)c1cccc(Br)c1,28777,1051487-82-1,C19H18BrN3O2
15403,BZO-CHMOXIZID,O=C(N/N=C1\C(=O)N(CC2CCCCC2)c2ccccc21)c1ccccc1,34956,1048973-67-6,C22H23N3O2
15404,Testosterone Propionate,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,35191,57-85-2,C22H32O3
15405,5-oxo Leukotriene B4,CCCCC/C=C\C[C@@H](O)/C=C/C=C/C=C\C(=O)CCCC(=O)O,35416,195061-92-8,C20H30O4
15406,N-Nitroso Nebivolol,O=NN(CC(O)C1CCc2cc(F)ccc2O1)CC(O)C1CCc2cc(F)ccc2O1,34739,1391051-68-5,C22H24F2N2O5
15407,Levomedetomidine (hydrochloride),Cc1cccc([C@@H](C)c2cnc[nH]2)c1C.Cl,35201,190000-46-5,C13H17ClN2
15408,Brevetoxin 3,C=C(CO)C[C@@H]1C[C@H](O)[C@]2(C)O[C@@H]3C[C@@H]4O[C@@H]5C[C@]6(C)O[C@]7(C)CC[C@@H]8O[C@@H]9C[C@]%10(C)O[C@@H]%11C(C)=CC(=O)O[C@H]%11C[C@H]%10O[C@H]9C[C@@H](C)[C@H]8O[C@H]7C[C@H]6O[C@@]5(C)CC=C[C@H]4O[C@H]3C[C@H]2O1,34801,85079-48-7,C50H72O14
15409,Hirsuteine,C=C[C@H]1CN2CCc3c([nH]c4ccccc34)[C@H]2C[C@@H]1/C(=C\OC)C(=O)OC,34939,35467-43-7,C22H26N2O3
15410,8(Z)-Eicosenoic Acid methyl ester,CCCCCCCCCCC/C=C\CCCCCCC(=O)OC,35428,69119-99-9,C21H40O2
15411,ADB-FUBIATA,CC(C)(C)[C@H](NC(=O)Cc1cn(Cc2ccc(F)cc2)c2ccccc12)C(N)=O,35059,2938025-73-9,C23H26FN3O2
15412,MDK35833,N#CCc1ccc(OCc2ccc(F)cc2)cc1,34332,1016535-83-3,C15H12FNO
15413,Boc-LGR-pNA (acetate),CC(=O)O.CC(C)C[C@@H](NC(=O)OC(C)(C)C)C(=O)NCC(=O)N[C@H](CCCNC(=N)N)C(=O)Nc1ccc([N+](=O)[O-])cc1,35176,176786-91-7,C27H44N8O9
15414,N-desmethyl Regorafenib N-oxide ,NC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)cc[n+]1[O-],35102,835621-12-0 ,C20H13ClF4N4O4
15415,S-2238 (hydrochloride) ,Cl.N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCCN1C(=O)[C@H](N)Cc1ccccc1)C(=O)Nc1ccc([N+](=O)[O-])cc1,34944,160192-34-7 ,C27H37ClN8O5
15416,JZP 430,CN(C(=O)Oc1nsnc1N1CCOCC1)C1CCCCCCC1,35383,1672691-74-5,C16H26N4O3S
15417,Ombrabulin (hydrochloride),COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1NC(=O)[C@@H](N)CO.Cl,34897,253426-24-3,C21H27ClN2O6
15418,dBET6,Cc1sc2c(c1C)C(c1ccc(Cl)cc1)=N[C@@H](CC(=O)NCCCCCCCCNC(=O)COc1cccc3c1C(=O)N(C1CCC(=O)NC1=O)C3=O)c1nnc(C)n1-2,35385,1950634-92-0,C42H45ClN8O7S
15419,Columbamine,COc1cc2c(cc1O)-c1cc3ccc(OC)c(OC)c3c[n+]1CC2,35032,3621-36-1,C20H20NO4
15420,4-CF3-TPP-DC,CCCCCCCCCC[P+](c1ccc(C(F)(F)F)cc1)(c1ccc(C(F)(F)F)cc1)c1ccc(C(F)(F)F)cc1.[Br-],33513,2661108-93-4,C31H33BrF9P
15421,Rubiadin-1 methyl ether,COc1c(C)c(O)cc2c1C(=O)c1ccccc1C2=O,34940,7460-43-7,C16H12O4
15422,Cytidine 5'-monophosphate,Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)n1,35116,63-37-6,C9H14N3O8P
15423,"1-(3,5-Di-tert-butyl-4-hydroxyphenyl)-1,2-ethanediol",CC(C)(C)c1cc(C(O)CO)cc(C(C)(C)C)c1O,35440,125489-21-6,C16H26O3
15424,N-Nitroso Desloratadine,O=NN1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1,34737,1246819-22-6,C19H18ClN3O
15425, C3,NC(=O)[C@@H]1CCN1Cc1ccc(OCc2cccc(F)c2)cc1,33166,2286257-25-6,C18H19FN2O2
15426,Enobosarm-d4,[2H]c1c([2H])c(OC[C@](C)(O)C(=O)Nc2ccc(C#N)c(C(F)(F)F)c2)c([2H])c([2H])c1C#N,34687,1202044-20-9,C19H14F3N3O3
15427,NF 023,O=C(Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)c1)Nc1cccc(C(=O)Nc2ccc(S(=O)(=O)[O-])c3cc(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c23)c1.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],17234,104869-31-0,C35H20N4Na6O21S6
15428,Dabigatran-13C-d3,[2H][13C]([2H])([2H])n1c(CNc2ccc(C(=N)N)cc2)nc2cc(C(=O)N(CCC(=O)O)c3ccccn3)ccc21,35705,2967480-55-1,C25H25N7O3
15429,Nandrolone Decanoate,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,32546,360-70-3,C28H44O3
15430,Iodixanol,CC(=O)N(CC(O)CN(C(C)=O)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I)c1c(I)c(C(=O)NCC(O)CO)c(I)c(C(=O)NCC(O)CO)c1I,35020,92339-11-2,C35H44I6N6O15
15431,Diphyllin,COc1cc2c(O)c3c(c(-c4ccc5c(c4)OCO5)c2cc1OC)C(=O)OC3,27826,22055-22-7,C21H16O7
15432,5-hydroxy Buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncc(O)cn2)CC1,34207,105496-33-1,C21H31N5O3
15433,Acenocoumarol-d4,[2H]c1c([2H])c([N+](=O)[O-])c([2H])c([2H])c1C(CC(C)=O)c1c(O)c2ccccc2oc1=O,35477,2937878-24-3,C19H15NO6
15434,SF11,CCOc1ccc(NC(=S)N2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,33355,443292-81-7,C27H30N2O2S
15435,Azaperone,O=C(CCCN1CCN(c2ccccn2)CC1)c1ccc(F)cc1,33775,1649-18-9,C19H22FN3O
15436,GLPG2938,CCOc1cc(NC(=O)NCc2cc(C)c(-c3cn(C)nc3C(F)(F)F)nn2)cc(C(F)(F)F)n1,34318,2130996-00-6,C20H19F6N7O2
15438,Indomethacin Acyl Glucuronide,COc1ccc2c(c1)c(CC(=O)O[C@@H]1O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]1O)c(C)n2C(=O)c1ccc(Cl)cc1,34579,75523-11-4,C25H24ClNO10
15439,Cl-Necrostatin-1,CN1C(=O)C(Cc2c[nH]c3c(Cl)cccc23)NC1=S,11656,862377-51-3,C13H12ClN3OS
15440,1V-LSD (solution),CCCCC(=O)n1cc2c3c(cccc31)C1=C[C@@H](C(=O)N(CC)CC)CN(C)[C@@H]1C2,35744,3028950-70-8,C25H33N3O2
15441,Isoflupredone,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,35376,338-95-4,C21H27FO5
15442,1-Stearoyl-2-Eicosapentaenoyl-sn-glycero-3-PC,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O[C@H](COC(=O)CCCCCCCCCCCCCCCCC)COP(=O)([O-])OCC[N+](C)(C)C,34995,99264-98-9,C46H82NO8P
15443,9(S)-?7-THC,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1C=C[C@@H](C)C[C@@H]21,34077,162678-94-6,C21H30O2
15444,IRL 1620 (trifluoroacetate salt),CC[C@H](C)[C@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@H](C)NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@@H](NC(=O)[C@H](C)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CCC(=O)O)NC(=O)[C@H](CC(=O)O)NC(=O)CCC(=O)O)C(C)C)C(=O)N[C@H](C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O)[C@@H](C)CC.O=C(O)C(F)(F)F,30980,142569-99-1,C88H118F3N17O29
15445,L-Serine-d7,[2H]OC(=O)[C@@]([2H])(N([2H])[2H])C([2H])([2H])O[2H],34827,935275-35-7,C3H7NO3
15446,VU0238429,COc1ccc(CN2C(=O)C(=O)c3cc(OC(F)(F)F)ccc32)cc1,34411,1160247-92-6,C17H12F3NO4
15447,LY433771,NC(=O)c1cccc2c1c1c(OCC(=O)O)cccc1n2CC1CCCCC1,35406,220862-64-6,C22H24N2O4
15448,Indican,OC[C@H]1O[C@@H](Oc2c[nH]c3ccccc23)[C@H](O)[C@@H](O)[C@@H]1O,35417,487-60-5,C14H17NO6
15449,9(R)-?7-THC ,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1C=C[C@H](C)C[C@@H]21,34076,42793-13-5 ,C21H30O2
15450,"7,4'-Dihydroxyflavone",O=c1cc(-c2ccc(O)cc2)oc2cc(O)ccc12,35491,2196-14-7,C15H10O4
15451,Uridine-5'-monophosphate,O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1,35382,58-97-9,C9H13N2O9P
15452,Guaifenesin,COc1ccccc1OCC(O)CO,32998,93-14-1,C10H14O4
15453,BI-3406,COc1cc2nc(C)nc(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)c2cc1O[C@H]1CCOC1,35261,2230836-55-0,C23H25F3N4O3
15454,H-Gly-Pro-Hyp-OH (acetate),CC(=O)O.NCC(=O)N1CCC[C@H]1C(=O)N1C[C@H](O)C[C@H]1C(=O)O,35390,103192-50-3,C14H23N3O7
15455,6-methoxy-2-Naphthylacetic Acid,COc1ccc2cc(C(=O)O)ccc2c1,35374,2471-70-7,C12H10O3
15456,Cyclopropyl fentanyl (hydrochloride),Cl.O=C(C1CC1)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1,21739,2306825-44-3,C23H29ClN2O
15457,?9-THC-ethyl,CCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,35049,134840-81-6,C18H24O2
15458,Noroxycodone (hydrochloride) (CRM),COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)NCC[C@]314.Cl,35521,52446-25-0,C17H20ClNO4
15459,4-hydroxy TMT (iodide),C[N+](C)(C)CCc1c[nH]c2cccc(O)c12.[I-],33670,2451455-99-3,C13H19IN2O
15460,"Somatostatin-14 (human, mouse, rat, porcine, bovine, ovine) (acetate)",CC(=O)O.C[C@H](N)C(=O)NCC(=O)N[C@H]1CSSC[C@@H](C(=O)O)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCCCN)NC1=O,20809,54472-66-1,C78H108N18O21S2
15461,ABT-263-d8,[2H]C1([2H])OC([2H])([2H])C([2H])([2H])N(CC[C@H](CSc2ccccc2)Nc2ccc(S(=O)(=O)NC(=O)c3ccc(N4CCN(CC5=C(c6ccc(Cl)cc6)CCC(C)(C)C5)CC4)cc3)cc2S(=O)(=O)C(F)(F)F)C1([2H])[2H],34694,1217620-38-6,C47H55ClF3N5O6S3
15462,Psilocin (CRM),CN(C)CCc1c[nH]c2cccc(O)c12,9003135,520-53-6,C12H16N2O
15464,7-Methylxanthine,Cn1cnc2[nH]c(=O)[nH]c(=O)c21,34348,552-62-5,C6H6N4O2
15465,"S-(1,2-Dichlorovinyl)-Cysteine (hydrochloride)",Cl.N[C@@H](CS/C(Cl)=C\Cl)C(=O)O,33894,2508026-62-6,C5H8Cl3NO2S
15466,ATN-161 (trifluoroacetate salt),CC(=O)N1CCC[C@H]1C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N[C@@H](CO)C(=O)N[C@@H](CS)C(=O)N[C@@H](CC(N)=O)C(N)=O.O=C(O)C(F)(F)F,34056,904763-27-5,C25H36F3N9O10S
15467,Akuammine,C/C=C1/CN2CC[C@@]34c5cc(O)ccc5N(C)[C@]35OC[C@@]4(C(=O)OC)[C@H]1C[C@H]25,35149,3512-87-6,C22H26N2O4
15468,DL-Cystine-d4,[2H]C([2H])(SSC([2H])([2H])C(N)C(=O)O)C(N)C(=O)O,30902,108641-83-4,C6H12N2O4S2
15469,Norpipanone (hydrochloride),CCC(=O)C(CCN1CCCCC1)(c1ccccc1)c1ccccc1.Cl,35078,6033-41-6,C23H30ClNO
15471,Meglutol-d3,[2H]C([2H])([2H])C(O)(CC(=O)O)CC(=O)O,30914,59060-36-5,C6H10O5
15472,Cyproterone Acetate,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,16622,427-51-0,C24H29ClO4
15473,Psilocybin (CRM),CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,9003134,520-52-5,C12H17N2O4P
15474,IPG-4 AM,COCCOc1cc(-c2c3cc(CCC(=O)OCOC(C)=O)c(=O)c(Cl)c-3oc3c(Cl)c(OCOC(C)=O)c(CCC(=O)OCOC(C)=O)cc23)ccc1N1CCOc2cc(C)ccc2N2CCOCCOCCN(CCOCCOCC2)c2ccc(C)cc2OCC1,35541,3019514-72-5,C67H79Cl2N3O21
15475,M04,Cc1ccc(S(=O)(=O)c2nc(S(=O)(=O)C3CCCCC3)sc2N(C)C)cc1,35454,875158-73-9,C18H24N2O4S3
15476,ING-2 AM,COc1cc(C)ccc1N1CCOCCOCCN(c2ccc(-c3c4cc(CCC(=O)OCOC(C)=O)c(=O)c(Cl)c-4oc4c(Cl)c(OCOC(C)=O)c(CCC(=O)OCOC(C)=O)cc34)cc2OC)CCOCC1,24489,1642554-49-1,C53H60Cl2N2O18
15477,BMS 345541 (hydrochloride),Cc1ccc2nc(NCCN)c3ncc(C)n3c2c1.Cl,16667,547757-23-3,C14H18ClN5
15478,IPG-2 AM,COc1cc(C)ccc1N1CCOCCOCCN(c2ccc(-c3c4cc(CCC(=O)OCOC(C)=O)c(=O)c(Cl)c-4oc4c(Cl)c(OCOC(C)=O)c(CCC(=O)OCOC(C)=O)cc34)cc2OC)CCOCCOCC1,35540,1369302-24-8,C55H64Cl2N2O19
15479,IPG-1 AM,COc1cc(C=O)ccc1N1CCOCCOCCN(c2ccc(-c3c4cc(CCC(=O)OCOC(C)=O)c(=O)c(Cl)c-4oc4c(Cl)c(OCOC(C)=O)c(CCC(=O)OCOC(C)=O)cc34)cc2OC)CCOCCOCC1,35542,1369302-18-0,C55H62Cl2N2O20
