,CompoundName,casID,selleckID,Formula,SMILES
2719,Upadacitinib (ABT-494),1310726-60-3,S8162,C17H19F3N6O,CCC1CN(CC1C2=CN=C3C=NC4=C(C=C[NH]4)[N]23)C(=O)NCC(F)(F)F
2720,Avapritinib (BLU-285),1703793-34-3,S8553,C26H27FN10,C[N]1C=C(C=N1)C2=C[N]3N=CN=C(N4CCN(CC4)C5=NC=C(C=N5)C(C)(N)C6=CC=C(F)C=C6)C3=C2
2721,Deucravacitinib (BMS-986165),1609392-27-9,S8879,C20H19D3N8O3,C(NC(=O)C1=C(NC2=CC=CC(=C2OC)C3=N[N](C)C=N3)C=C(NC(=O)C4CC4)N=N1)([2H])([2H])[2H]
2722,Deslanoside,17598-65-1,E0680,C47H74O19,CC1OC(CC(O)C1OC2CC(O)C(OC3CC(O)C(OC4OC(CO)C(O)C(O)C4O)C(C)O3)C(C)O2)OC5CCC6(C)C(CCC7C6CC(O)C8(C)C(CCC78O)C9=CC(=O)OC9)C5
2723,Danicopan (ACH-4471),1903768-17-1,S0803,C26H23BrFN7O3,CC(=O)C1=N[N](CC(=O)N2CC(F)CC2C(=O)NC3=NC(=CC=C3)Br)C4=C1C=C(C=C4)C5=CN=C(C)N=C5
2724,Laninamivir Octanoate,203120-46-1,S0861,C21H36N4O8,CCCCCCCC(=O)OCC(O)C(OC)C1OC(=CC(N=C(N)N)C1NC(C)=O)C(O)=O
2725,Cyclophosphamide,50-18-0,S1217,C7H15Cl2N2O2P,ClCCN(CCCl)[P]1(=O)NCCCO1
2726,Apatinib (YN968D1) mesylate,1218779-75-9,S2221,C25H27N5O4S,C[S](O)(=O)=O.O=C(NC1=CC=C(C=C1)C2(CCCC2)C#N)C3=CC=CN=C3NCC4=CC=NC=C4
2727,Podophyllotoxin (Podofilox),518-28-5,S2345,C22H22O8,COC1=C(OC)C(=CC(=C1)C2C3C(COC3=O)C(O)C4=CC5=C(OCO5)C=C24)OC
2728,Romidepsin,128517-07-7,S3020,C24H36N4O6S2,C\C=C1/NC(=O)C2CSSCC/C=C/C(CC(=O)NC(C(C)C)C(=O)N2)OC(=O)C(NC1=O)C(C)C
2729,Iodixanol,92339-11-2,S5218,C35H44I6N6O15,CC(=O)N(CC(O)CN(C(C)=O)C1=C(I)C(=C(I)C(=C1I)C(=O)NCC(O)CO)C(=O)NCC(O)CO)C2=C(I)C(=C(I)C(=C2I)C(=O)NCC(O)CO)C(=O)NCC(O)CO
2730,Liarozole dihydrochloride,1883548-96-6,S6594,C₁₇H₁₅Cl₃N₄,Cl.Cl.ClC1=CC=CC(=C1)C([N]2C=CN=C2)C3=CC4=C(C=C3)N=C[NH]4
2731,Dianhydrogalactitol (VAL-083),23261-20-3,S6984,C6H10O4,OC(C(O)C1CO1)C2CO2
2732,Ixabepilone (BMS-247550),219989-84-1,S7930,C27H42N2O5S,CC1CCCC2(C)OC2CC(NC(=O)CC(O)C(C)(C)C(=O)C(C)C1O)C(/C)=C/C3=CSC(=N3)C
2733,Midostaurin (PKC412),120685-11-2,S8064,C35H30N4O4,COC1C(CC2OC1(C)[N]3C4=C(C=CC=C4)C5=C3C6=C(C7=C(C=CC=C7)[N]26)C8=C5CNC8=O)N(C)C(=O)C9=CC=CC=C9
2734,Pralsetinib (BLU-667),2097132-94-8,S8716,C27H32FN9O2,COC1(CCC(CC1)C2=NC(=CC(=N2)NC3=N[NH]C(=C3)C)C)C(=O)NC(C)C4=CN=C(C=C4)[N]5C=C(F)C=N5
2735,Sotorasib (AMG510),2296729-00-3,S8830,C30H30F2N6O3,CC(C)C1=C(N2C(=O)N=C(N3CCN(CC3C)C(=O)C=C)C4=CC(=C(N=C24)C5=C(F)C=CC=C5O)F)C(=CC=N1)C
2736,Elexacaftor (VX-445),2216712-66-0,S8851,C26H34F3N7O4S,CC1CN(C2=C(C=CC(=N2)[N]3C=CC(=N3)OCC(C)(C)C(F)(F)F)C(=O)N[S](=O)(=O)C4=C[N](C)N=C4C)C(C)(C)C1
2737,Adagrasib (MRTX849),2326521-71-3,S8884,C32H35ClFN7O2,CN1CCCC1COC2=NC3=C(CCN(C3)C4=CC=CC5=C4C(=CC=C5)Cl)C(=N2)N6CCN(C(CC#N)C6)C(=O)C(F)=C
2738,Valemetostat (DS-3201),1809336-39-7,S8926,C26H34ClN3O4,CN(C)C1CCC(CC1)C2(C)OC3=C(Cl)C=C(C(=O)NCC4=C(C)C=C(C)NC4=O)C(=C3O2)C
2739,Suramin sodium salt,129-46-4,S8942,C51H40N6O23S6.6Na,CC1=C(NC(=O)C2=CC(=CC=C2)NC(=O)NC3=CC(=CC=C3)C(=O)NC4=CC(=CC=C4C)C(=O)NC5=CC=C(C6=C5C(=CC(=C6)[S;v6](=O)(=O)O[Na])[S;v6](=O)(=O)O[Na])[S;v6](=O)(=O)O[Na])C=C(C=C1)C(=O)NC7=CC=C(C8=C7C(=CC(=C8)[S;v6](=O)(=O)O[Na])[S;v6](=O)(=O)O[Na])[S;v6](=O)(=O)O[Na]
2740,Sotorasib (AMG510) racemate,2252403-56-6,S8955,C30H30F2N6O3,CC(C)C1=C(N2C(=O)N=C(N3CCN(CC3C)C(=O)C=C)C4=CC(=C(N=C24)C5=C(F)C=CC=C5O)F)C(=CC=N1)C
2741,Exatecan Mesylate,169869-90-3,S8999,C24H22FN3O4.CH4O3S,CCC1(O)C(=O)OCC2=C1C=C3N(CC4=C5C(N)CCC6=C5C(=CC(=C6C)F)N=C34)C2=O.C[S](O)(=O)=O
2742,Valrubicin,56124-62-0,S9522,C34H36F3NO13,CCCCC(=O)OCC(=O)C1(O)CC(OC2CC(NC(=O)C(F)(F)F)C(O)C(C)O2)C3=C(C1)C(=C4C(=O)C5=C(C(=O)C4=C3O)C(=CC=C5)OC)O
2743,Finerenone,1050477-31-0,S9702,C21H22N4O3,CCOC1=NC=C(C)C2=C1C(C3=CC=C(C=C3OC)C#N)C(=C(C)N2)C(N)=O
2744,Rimiducid (AP1903),195514-63-7,S9726,C78H98N4O20,CCC(C(=O)N1CCCCC1C(=O)OC(CCC2=CC(=C(OC)C=C2)OC)C3=CC(=CC=C3)OCC(=O)NCCNC(=O)COC4=CC=CC(=C4)C(CCC5=CC(=C(OC)C=C5)OC)OC(=O)C6CCCCN6C(=O)C(CC)C7=CC(=C(OC)C(=C7)OC)OC)C8=CC(=C(OC)C(=C8)OC)OC
2745,Pirtobrutinib (LOXO-305),2101700-15-4,S9825,C22H21F4N5O3,COC1=CC=C(F)C=C1C(=O)NCC2=CC=C(C=C2)C3=N[N](C(C)C(F)(F)F)C(=C3C(N)=O)N
2746,Nirmatrelvir (PF-07321332),2628280-40-8,S9866,C23H32F3N5O4,CC(C)(C)C(NC(=O)C(F)(F)F)C(=O)N1CC2C(C1C(=O)NC(CC3CCNC3=O)C#N)C2(C)C
2747,Antazoline Phosphate,154-68-7,E0164,C17H19N3.H3O4P,O[P](O)(O)=O.C1CN=C(CN(CC2=CC=CC=C2)C3=CC=CC=C3)N1
2748,Melengestrol Acetate,2919-66-6,E0742,C25H32O4,CC(=O)OC1(C(C)=O)C(=C)CC2C3C=C(C)C4=CC(=O)CCC4(C)C3CCC12C
2749,Quinupristin,120138-50-3,E0818,C53H67N9O10S,CCC1NC(=O)C(NC(=O)C2=C(O)C=CC=N2)C(C)OC(=O)C(NC(=O)C3CC(=O)C(CSC4CN5CCC4CC5)CN3C(=O)C(CC6=CC=C(C=C6)N(C)C)N(C)C(=O)C7CCCN7C1=O)C8=CC=CC=C8
2750,Ginsenoside Rg3,11019-45-7,E2438,C42H72O13,CC(C)=CCCC(C)(O)C1CCC2(C)C1C(O)CC3C4(C)CCC(OC5OC(CO)C(O)C(O)C5OC6OC(CO)C(O)C(O)C6O)C(C)(C)C4CCC23C
2751,Tafenoquine,106635-80-7,E2665,C24H28F3N3O3,COC1=NC2=C(C(=C1)C)C(=C(OC)C=C2NC(C)CCCN)OC3=CC(=CC=C3)C(F)(F)F
2752,Afoxolaner,1093861-60-9,E2848,C26H17ClF9N3O3,FC(F)(F)CNC(=O)CNC(=O)C1=CC=C(C2=NOC(C2)(C3=CC(=CC(=C3)Cl)C(F)(F)F)C(F)(F)F)C4=C1C=CC=C4
2753,Abarelix Acetate,785804-17-3,P1005,C74H99ClN14O16,CC(C)CC(NC(=O)C(CC(N)=O)NC(=O)C(CC1=CC=C(O)C=C1)N(C)C(=O)C(CO)NC(=O)C(CC2=CN=CC=C2)NC(=O)C(CC3=CC=C(Cl)C=C3)NC(=O)C(CC4=CC5=C(C=CC=C5)C=C4)NC(C)=O)C(=O)NC(CCCCNC(C)C)C(=O)N6CCCC6C(=O)NC(C)C(N)=O.CC(O)=O
2754,CCK Octapeptide (Sincalide),25126-32-3,P1032,C49H62N10O16S3,CSCCC(NC(=O)C(CC1=CC=C(O[S](O)(=O)=O)C=C1)NC(=O)C(N)CC(O)=O)C(=O)NCC(=O)NC(CC2=C[NH]C3=CC=CC=C23)C(=O)NC(CCSC)C(=O)NC(CC(O)=O)C(=O)NC(CC4=CC=CC=C4)C(N)=O
2755,Ganirelix acetate (Antagon),123246-29-7,P1069,C80H113ClN18O13.2C2H4O2,CCNC(NCC)=NCCCCC(NC(=O)C(CC1=CC=C(O)C=C1)NC(=O)C(CO)NC(=O)C(CC2=CN=CC=C2)NC(=O)C(CC3=CC=C(Cl)C=C3)NC(=O)C(CC4=CC5=C(C=CC=C5)C=C4)NC(C)=O)C(=O)NC(CC(C)C)C(=O)NC(CCCCN=C(NCC)NCC)C(=O)N6CCCC6C(=O)NC(C)C(N)=O.CC(O)=O.CC(O)=O
2756,Linaclotide,851199-59-2,P1109,C59H79N15O21S6,CC(O)C1NC(=O)C2CSSCC3NC(=O)C(N)CSSCC(NC(=O)C(CSSCC(NC(=O)CNC1=O)C(=O)NC(CC4=CC=C(O)C=C4)C(O)=O)NC(=O)C(CC5=CC=C(O)C=C5)NC(=O)C(CCC(O)=O)NC3=O)C(=O)NC(CC(N)=O)C(=O)N6CCCC6C(=O)NC(C)C(=O)N2
2757,Difelikefalin,1024828-77-0,P1151,C36H53N7O6,CC(C)CC(NC(=O)C(CC1=CC=CC=C1)NC(=O)C(N)CC2=CC=CC=C2)C(=O)NC(CCCCN)C(=O)N3CCC(N)(CC3)C(O)=O
2758,p-Toluic acid,99-94-5,E4074,C8H8O2,CC1=CC=C(C=C1)C(O)=O
2759,Menthol,1490-04-6,E4112,C10H20O,CC(C)C1CCC(C)CC1O
2760,(-)-Menthone,14073-97-3,E4118,C10H18O,CC(C)C1CCC(C)CC1=O
2761,Testosterone acetate,1045-69-8,E4421,C21H30O3,CC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C
2762,DL-Adrenaline Hydrochloride,329-63-5,E4422,C9H13NO3·HCl,Cl.CNCC(O)C1=CC(=C(O)C=C1)O
2763,Phenylephrine,59-42-7,E4434,C9H13NO2,CNCC(O)C1=CC(=CC=C1)O
2764,Tyramine hydrochloride,60-19-5,E4029,C8H12ClNO,Cl.NCCC1=CC=C(O)C=C1
2765,Citric acid hydrate,5949-29-1,E2164,C6H10O8,O.OC(=O)CC(O)(CC(O)=O)C(O)=O
2766,Levomenol,23089-26-1,E4499,C15H26O,CC(C)=CCCC(C)(O)C1CCC(=CC1)C
2767,Gallic acid (hydrate),5995-86-8,E4084,C7H8O6,O.OC(=O)C1=CC(=C(O)C(=C1)O)O
2768,7-Ketolithocholic acid,4651-67-6,E4226,C24H38O4,CC(CCC(O)=O)C1CCC2C3C(CCC12C)C4(C)CCC(O)CC4CC3=O
2769,1-Naphthol,90-15-3,E4271,C10H8O,OC1=CC=CC2=C1C=CC=C2
2770,Ethyl linoleate,544-35-4,E4419,C20H36O2,CCCCC/C=C\C\C=C/CCCCCCCC(=O)OCC
2771,Evocalcet,870964-67-3,E0359,C24H26N2O2,CC(NC1CCN(C1)C2=CC=C(CC(O)=O)C=C2)C3=CC=CC4=C3C=CC=C4
2772,DPCPX,102146-07-6,E1310,C16H24N4O2,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)C3CCCC3)C1=O
2773,Digitonin,11024-24-1,E1321,C56H92O29,CC1CCC2(OC1)OC3C(O)C4C5CCC6CC(OC7OC(CO)C(OC8OC(CO)C(O)C(OC9OCC(O)C(O)C9O)C8OC%10OC(CO)C(O)C(OC%11OC(CO)C(O)C(O)C%11O)C%10O)C(O)C7O)C(O)CC6(C)C5CCC4(C)C3C2C
2774,Fluspirilene,1841-19-6,E1410,C29H31F2N3O,FC1=CC=C(C=C1)C(CCCN2CCC3(CC2)N(CNC3=O)C4=CC=CC=C4)C5=CC=C(F)C=C5
2775,Taurodeoxycholic acid sodium hydrate,110026-03-4,E2411,C26H45NO6S.H2O.Na,O.[Na;v0].CC(CCC(=O)NCC[S](O)(=O)=O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C
2776,Sodium tetradecyl sulfate,1191-50-0 ,E2866,C14H30O4S.Na,[Na;v0].CCCCCCCCCCCCCCO[S](O)(=O)=O
2777,Naloxegol Oxalate,1354744-91-4,E2868,C34H53NO11.C2H2O4,COCCOCCOCCOCCOCCOCCOCCOC1CCC2(O)C3CC4=C5C(=C(O)C=C4)OC1C25CCN3CC=C.OC(=O)C(O)=O
2778,Trovafloxacin Mesylate,147059-75-4,E2871,C20H15F3N4O3.CH4O3S,C[S](O)(=O)=O.NC1C2CN(CC12)C3=C(F)C=C4C(=O)C(=CN(C5=C(F)C=C(F)C=C5)C4=N3)C(O)=O
2779,Clocortolone Pivalate,34097-16-0,E2872,C27H36CIFO5,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(Cl)C(O)CC2(C)C1C(=O)COC(=O)C(C)(C)C
2780,Laropiprant,571170-77-9,E2873,C21H19CIFNO4S,C[S](=O)(=O)C1=C2[N](CC3=CC=C(Cl)C=C3)C4=C(CCC4CC(O)=O)C2=CC(=C1)F
2781,Sofpironium bromide,1628106-94-4,E2874,C22H32NO5.Br,[Br-].CCOC(=O)C[N+]1(C)CCC(C1)OC(=O)C(O)(C2CCCC2)C3=CC=CC=C3
2782,Levobunolol(l-Bunolol) hydrochloride,27912-14-7 ,E2875,C17H25NO3.ClH,Cl.CC(C)(C)NCC(O)COC1=C2CCCC(=O)C2=CC=C1
2783,pemafibrate,848259-27-8,E2876,C28H30N2O6,CCC(OC1=CC=CC(=C1)CN(CCCOC2=CC=C(OC)C=C2)C3=NC4=CC=CC=C4O3)C(O)=O
2784,iothalamate sodium,1225-20-3,E2878,C11H9I3N2O4.Na,[Na;v0].CNC(=O)C1=C(I)C(=C(I)C(=C1I)NC(C)=O)C(O)=O
2785,methylnaltrexone bromide,73232-52-7,E2880,C21H26NO4.Br,[Br-].C[N+]1(CCC23C4OC5=C(O)C=CC(=C25)CC1C3(O)CCC4=O)CC6CC6
2786,(-)-Isoproterenol hydrochloride,5984-95-2,E2901,C11H17NO3.CIH,Cl.CC(C)NCC(O)C1=CC(=C(O)C=C1)O
2787,Sodium Pyruvate,113-24-6,E2902,C3H4O3.Na,[Na;v0].CC(=O)C(O)=O
2788,Norepinephrine hydrochloride,329-56-6,E2944,C8H11NO3.ClH,Cl.NCC(O)C1=CC(=C(O)C=C1)O
2789,Toluidine Blue O,92-31-9,E2958,C15H16N3S.Cl,[Cl-].CN(C)C1=CC2=C(C=C1)N=C3C=C(C)C(=CC3=[S+]2)N
2790,Norepinephrine tartrate,3414-63-9,E2964,C8H11NO3.C4H6O6,NCC(O)C1=CC(=C(O)C=C1)O.OC(C(O)C(O)=O)C(O)=O
2791,Zinc sulfate heptahydrate,7446-20-0,E2968,H2O4S.7H2O.Zn,O.[Zn].O[S](O)(=O)=O
2792,Gramicidin,1405-97-6,E2970,0,0
2793,"L-3,4-Dihydroxyphenylalanine methyl ester hydrochloride",1421-65-4,E4010,C10H13NO4.ClH,Cl.COC(=O)C(N)CC1=CC(=C(O)C=C1)O
2794,Melanin,8049-97-6,E4013,0,0
2795,Calcium chloride dihydrate,10035-04-8,E4017,CaCl2.2H2O,O.Cl[Ca]Cl
2796,Dobutamine HCl,49745-95-1,S1423,C18H23NO3&middot;HCl,Cl.CC(CCC1=CC=C(O)C=C1)NCCC2=CC(=C(O)C=C2)O
2797,CB-5339,1863952-15-1,S9865,C24H24N6O,CC1=CC2=C(C=CC=C2[N]1C3=NC(=C4CCCN=C4N3)NCC5=CC=CC=C5)C(N)=O
2798,Fezolinetant,1629229-37-3,E0109,C₁₆H₁₅FN₆OS,CC1N(CC[N]2C1=NN=C2C3=NC(=NS3)C)C(=O)C4=CC=C(F)C=C4
2799,Etrasimod(APD334),1206123-37-6,E2363,C26H26F3NO3,OC(=O)CC1CCC2=C1[NH]C3=CC=C(OCC4=CC(=C(C=C4)C5CCCC5)C(F)(F)F)C=C23
2800,Propiolactone,57-57-8,E2869,C3H4O2,O=C1CCO1
2801,S-(5'-Adenosyl)-L-methionine p-toluenesulfonate salt,52248-03-0,E4446,C15H23N6O5S.C7H7O3S,C[S+](CCC(N)C(O)=O)CC1OC(C(O)C1O)[N]2C=NC3=C(N)N=CN=C23.CC4=CC=C(C=C4)[S]([O-])(=O)=O
2802,Hexythiazox,78587-05-0,E4464,C17H21ClN2O2S,CC1C(SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(Cl)C=C3
2803,Saquinavir Mesylate,149845-06-7,E4466,C38H50N6O5.CH4O3S,CC(C)(C)NC(=O)C1CC2CCCCC2CN1CC(O)C(CC3=CC=CC=C3)NC(=O)C(CC(N)=O)NC(=O)C4=NC5=C(C=CC=C5)C=C4.C[S](O)(=O)=O
2804,Temozolomide Acid,113942-30-6,E4467,C6H5N5O3,CN1N=NC2=C(N=C[N]2C1=O)C(O)=O
2805,Clavulanic acid,58001-44-8,E4472,C8H9NO5,OC\C=C\1OC2CC(=O)N2C1C(O)=O
2806,Infigratinib Phosphate,1310746-10-1,E4474,C26H31Cl2N7O3.H3O4P,CCN1CCN(CC1)C2=CC=C(NC3=CC(=NC=N3)N(C)C(=O)NC4=C(Cl)C(=CC(=C4Cl)OC)OC)C=C2.O[P](O)(O)=O
2807,Lumateperone,313368-91-1,E4477,C24H28FN3O,CN1CCN2C3CCN(CCCC(=O)C4=CC=C(F)C=C4)CC3C5=CC=CC1=C25
2808,Acetrizoic acid,85-36-9,E4478,C9H6I3NO3,CC(=O)NC1=C(I)C(=C(I)C=C1I)C(O)=O
2809,Cariprazine hydrochloride,1083076-69-0,S7236,C21H32Cl2N4O.HCl,Cl.CN(C)C(=O)NC1CCC(CC1)CCN2CCN(CC2)C3=C(Cl)C(=CC=C3)Cl
2810,Ubrogepant,1374248-77-7,E1280,C29H26F3N5O3,CC1C(CC(NC(=O)C2=CN=C3CC4(CC3=C2)C(=O)NC5=NC=CC=C45)C(=O)N1CC(F)(F)F)C6=CC=CC=C6
2811,Palovarotene,410528-02-8,E1445,C27H30N2O2,CC1(C)CCC(C)(C)C2=CC(=C(C[N]3C=CC=N3)C=C12)\C=C\C4=CC=C(C=C4)C(O)=O
2812,Pasireotide,396091-73-9,P1127,C58H66N10O9,NCCCCC1NC(=O)C(CC2=C[NH]C3=CC=CC=C23)NC(=O)C(NC(=O)C4CC(CN4C(=O)C(CC5=CC=CC=C5)NC(=O)C(CC6=CC=C(OCC7=CC=CC=C7)C=C6)NC1=O)OC(=O)NCCN)C8=CC=CC=C8
2813,Sildenafil,139755-83-2,S4684,C22H30N6O4S,CCCC1=N[N](C)C2=C1N=C(NC2=O)C3=CC(=CC=C3OCC)[S](=O)(=O)N4CCN(C)CC4
2814,Eprinomectin,123997-26-2,S3591,,0
2815,Acetaminophen,103-90-2,S1634,C8H9NO2,CC(=O)Nc1ccc(O)cc1
2816,AG-120 (racemic),1448346-63-1,S0718,C28H22ClF3N6O3,Fc1cncc(c1)N(C(C(=O)NC2CC(F)(F)C2)c3ccccc3Cl)C(=O)C4CCC(=O)N4c5cc(ccn5)C#N
2817,Azvudine,1011529-10-4,E1243,C9H11FN6O4,[NH2:20][C:16]1=[N:15][C:14](=[O:19])[N:13]([CH:18]=[CH:17]1)[CH:4]2[O:5][C:1]([CH2:6][OH:11])([N:7]=[N+:8]=[N-:9])[CH:2]([OH:10])[CH:3]2[F:12]
2818,Dimethindene maleate,3614-69-5,E1796,C20H24N2.C4H4O4,[CH3:2][CH:1]([C:17]1=[CH:18][CH:20]=[CH:22][CH:21]=[N:19]1)[C:8]2=[C:10]([CH2:3][CH2:4][N:5]([CH3:6])[CH3:7])[CH2:13][C:11]3=[CH:14][CH:16]=[CH:15][CH:12]=[C:9]23.[OH:27][C:25](=[O:28])\[CH:23]=[CH:24]/[C:26]([OH:29])=[O:30]
2819,Idarubicin HCl,57852-57-0,S1228,C26H27NO9.HCl,[ClH:37].[CH3:11][CH:35]1[O:33][CH:31]([CH2:32][CH:34]([NH2:10])[CH:36]1[OH:12])[O:1][CH:15]2[CH2:19][C:22]([OH:7])([CH2:18][C:14]3=[C:13]2[C:16](=[C:20]4[C:23](=[O:8])[C:25]5=[CH:27][CH:29]=[CH:30][CH:28]=[C:26]5[C:24](=[O:9])[C:21]4=[C:17]3[OH:3])[OH:2])[C:4]([CH3:5])=[O:6]
2820,Opicapone,923287-50-7,S6938,C15H10Cl2N4O6,[CH3:1][C:17]1=[C:19]([Cl:3])[C:21](=[N:20](=[O:4])[C:18](=[C:16]1[C:11]2=[N:13][O:15][C:14](=[N:12]2)[C:22]3=[CH:23][C:25](=[C:27]([OH:10])[C:26](=[CH:24]3)[OH:9])[N:6](=[O:7])=[O:8])[Cl:2])[CH3:5]
2821,Degarelix acetate,934016-19-0,P1094,C82H103ClN18O16.C2H4O2,[CH3:19][CH:15]([CH3:20])[CH2:12][CH:8]([NH:11][C:14](=[O:18])[CH:17]([CH2:22][C:78]1=[CH:79][CH:81]=[C:83]([NH:63][C:64]([NH2:65])=[O:66])[CH:82]=[CH:80]1)[NH:23][C:26](=[O:28])[CH:27]([CH2:29][C:84]2=[CH:85][CH:87]=[C:89]([NH:67][C:68](=[O:69])[CH:90]3[CH2:91][C:93](=[O:70])[NH:95][C:94](=[O:71])[NH:92]3)[CH:88]=[CH:86]2)[NH:30][C:31](=[O:33])[CH:32]([CH2:35][OH:37])[NH:34][C:36](=[O:39])[CH:38]([CH2:40][C:96]4=[CH:98][N:100]=[CH:101][CH:99]=[CH:97]4)[NH:41][C:42](=[O:44])[CH:43]([CH2:45][C:102]5=[CH:103][CH:105]=[C:107]([Cl:72])[CH:106]=[CH:104]5)[NH:46][C:47](=[O:49])[CH:48]([CH2:50][C:108]6=[CH:109][C:111]7=[C:113]([CH:115]=[CH:117][CH:116]=[CH:114]7)[CH:112]=[CH:110]6)[NH:51][C:52]([CH3:53])=[O:54])[C:6](=[O:9])[NH:4][CH:2]([CH2:5][CH2:7][CH2:10][CH2:13][NH:16][CH:21]([CH3:24])[CH3:25])[C:1](=[O:3])[N:73]8[CH2:75][CH2:77][CH2:76][CH:74]8[C:55](=[O:57])[NH:56][CH:58]([CH3:60])[C:59]([NH2:61])=[O:62]
2822,Minoxidil,38304-91-5,S1383,C9H15N5O,[NH2:1][C:7]1=[CH:5][C:4](=[N:6][C:8](=[N:9]1=[O:3])[NH2:2])[N:10]2[CH2:11][CH2:13][CH2:15][CH2:14][CH2:12]2
2823,Perifosine (KRX-0401),157716-52-4,S1037,C25H52NO4P,CCCCCCCCCCCCCCCCCCO[P]([O-])(=O)OC1CC[N+](C)(C)CC1
2824,Palbociclib (PD-0332991) HCl,827022-32-2,S1116,C24H29N7O2.HCl,Cl.CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N4CCNCC4)N=C2N(C5CCCC5)C1=O
2825,Pemetrexed (LY-231514) disodium,150399-23-8,S1135,C20H19N5Na2O6,[Na+].[Na+].NC1=NC(=O)C2=C([NH]C=C2CCC3=CC=C(C=C3)C(=O)NC(CCC([O-])=O)C([O-])=O)N1
2826,Gemcitabine (LY-188011) HCl,122111-03-9,S1149,C9H11F2N3O4.HCI,Cl.NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2(F)F
2827,Pamidronate Disodium,57248-88-1,S1311,C3H9NNa2O7P2,[Na+].[Na+].NCCC(O)([P](O)([O-])=O)[P](O)([O-])=O
2828,Gabapentin HCl,60142-95-2,S1338,C9H17NO2.HCl,Cl.NCC1(CCCCC1)CC(O)=O
2829,Galanthamine HBr,1953-04-4,S1339,C17H21NO3.HBr,Br.COC1=CC=C2CN(C)CCC34C=CC(O)CC3OC1=C24
2830,Granisetron HCl,107007-99-8,S1345,C18H24N4O.HCl,Cl.CN1C2CCCC1CC(C2)NC(=O)C3=N[N](C)C4=CC=CC=C34
2831,Biapenem,120410-24-4,S1370,C15H18N4O4S,CC(O)C1C2C(C)C(=C(N2C1=O)C([O-])=O)SC3C[N]4C=NC=[N+]4C3
2832,Dorzolamide HCl,130693-82-2,S1375,C10H16N2O4S3.HCl,Cl.CCNC1CC(C)[S](=O)(=O)C2=C1C=C(S2)[S](N)(=O)=O
2833,Mizoribine,50924-49-7,S1384,C9H13N3O6,NC(=O)C1=C(O)[N](C=N1)C2OC(CO)C(O)C2O
2834,Polymyxin B sulphate,"1405-20-5, 4135-11-9 (free base)",S1395,C56H98N16O13.H2SO4,CCC(C)CCCCC(=O)NC(CCN)C(=O)NC(C(C)O)C(=O)NC(CCN)C(=O)NC1CCNC(=O)C(NC(=O)C(CCN)NC(=O)C(CCN)NC(=O)C(CC(C)C)NC(=O)C(CC2=CC=CC=C2)NC(=O)C(CCN)NC1=O)C(C)O.O[S](O)(=O)=O
2835,Teicoplanin,61036-62-2,S1399,C77H77N9O31Cl2.R,CCCCCCCCCC(C)=O.CCCCC\C=C\CCC(C)=O.CCC(C)CCCCCCC(C)=O.CC(C)CCCCCCCC(C)=O.CC(C)CCCCCCC(C)=O.CC(=O)NC1C(O)C(O)C(CO)OC1OC2C3NC(=O)C(NC(=O)C4NC(=O)C5NC(=O)C(CC6=CC=C(OC7=C(OC8OC(CO)C(O)C(O)C8N[R])C(=CC4=C7)OC9=C(Cl)C=C2C=C9)C(=C6)Cl)NC(=O)C(N)C%10=CC(=C(O)C=C%10)OC%11=CC5=CC(=C%11)O)C%12=CC(=C(O)C=C%12)C%13=C(OC%14OC(CO)C(O)C(O)C%14O)C=C(O)C=C%13C(NC3=O)C(O)=O
2836,Varenicline Tartrate (CP 526555-18),375815-87-5,S1440,C13H13N3.C4H6O6,OC(C(O)C(O)=O)C(O)=O.C1NCC2CC1C3=C2C=C4N=CC=NC4=C3
2837,Perindopril Erbumine,107133-36-8,S1506,C19H32N2O5.C4H11N,CCCC(NC(C)C(=O)N1C2CCCCC2CC1C(O)=O)C(=O)OCC.CC(C)(C)N
2838,Cidofovir,113852-37-2,S1516,C8H14N3O6P,NC1=NC(=O)N(CC(CO)OC[P](O)(O)=O)C=C1
2839,Ibuprofen Lysine,57469-77-9,S1518,C19H32N2O4,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O.NCCCCC(N)C(O)=O
2840,Palbociclib (PD0332991) Isethionate,827022-33-3,S1579,C24H29N7O2.C2H6O4S,CC(=O)C1=C(C)C2=CN=C(NC3=NC=C(C=C3)N4CCNCC4)N=C2N(C5CCCC5)C1=O.OCC[S](O)(=O)=O
2841,Alendronate sodium trihydrate,121268-17-5,S1624,C4H13NO7P2.3H2O.Na,O.O.O.NCCCC(O)([P](O)(O)=O)[P](O)(=O)O[Na]
2842,Cytarabine (U-19920A),147-94-4,S1648,C9H13N3O5,NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O
2843,L-Glutamine,56-85-9,S1749,C5H10N2O3,NC(CCC(N)=O)C(O)=O
