,CompoundName,SMILES,Formula,ItemID
20843,Sulbenicillin Sodium,[Na+].[Na+].CC1(C)SC2C(NC(=O)C(C3=CC=CC=C3)[S]([O-])(=O)=O)C(=O)N2C1C([O-])=O,C16H16N2O7S2.2Na,S5333
20844,4-Allylanisole,COC1=CC=C(CC=C)C=C1,C10H12O,S5339
20845,Metroprolol succinate,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1.COCCC2=CC=C(OCC(O)CNC(C)C)C=C2.OC(=O)CCC(O)=O,C34H56N2O10,S5341
20846,Vanillic acid,COC1=C(O)C=CC(=C1)C(O)=O,C8H8O4,S5343
20847,Nerolidol,CC(C)=CCC/C(C)=C/CCC(C)(O)C=C,C15H26O,S5345
20848,Cefpodoxime proxetil,COCC1=C(N2C(SC1)C(NC(=O)C(=N/OC)\C3=CSC(=N3)N)C2=O)C(=O)OC(C)OC(=O)OC(C)C,C21H27N5O9S2,S5350
20849,Cefmetazole sodium,[Na+].COC1(NC(=O)CSCC#N)C2SCC(=C(N2C1=O)C([O-])=O)CSC3=NN=N[N]3C,C15H16N7O5S3.Na,S5351
20850,Cefminox Sodium,[Na+].COC1(NC(=O)CSCC(N)C(O)=O)C2SCC(=C(N2C1=O)C([O-])=O)CSC3=NN=N[N]3C,C16H20N7O7S3.Na,S5352
20851,Cefpiramide sodium,[Na+].C[N]1N=NN=C1SCC2=C(N3C(SC2)C(NC(=O)C(NC(=O)C4=C(O)C=C(C)N=C4)C5=CC=C(O)C=C5)C3=O)C([O-])=O,C25H23N8NaO7S2,S5353
20852,Ceftiofur,CO\N=C(/C(=O)NC1C2SCC(=C(N2C1=O)C(O)=O)CSC(=O)C3=CC=CO3)C4=CSC(=N4)N,C19H17N5O7S3,S5356
20853,Safinamide,CC(NCC1=CC=C(OCC2=CC=CC(=C2)F)C=C1)C(N)=O,C17H19FN2O2,S5357
20854,Regadenoson,CNC(=O)C1=C[N](N=C1)C2=NC3=C(N=C[N]3C4OC(CO)C(O)C4O)C(=N2)N,C15H18N8O5,S5358
20855,Butoconazole,ClC1=CC=C(CCC(C[N]2C=CN=C2)SC3=C(Cl)C=CC=C3Cl)C=C1,C19H17Cl3N2S,S5359
20856,Bendazac,OC(=O)COC1=N[N](CC2=CC=CC=C2)C3=C1C=CC=C3,C16H14N2O3,S5361
20857,Pikamilone,OC(=O)CCCNC(=O)C1=CN=CC=C1,C10H12N2O3,S5363
20858,Fipronil,NC1=C(C(=N[N]1C2=C(Cl)C=C(C=C2Cl)C(F)(F)F)C#N)[S](=O)C(F)(F)F,C12H4Cl2F6N4OS,S5366
20859,Ethyl Oleate,CCCCCCCC\C=C/CCCCCCCC(=O)OCC,C20H38O2,S5367
20860,Ethoxyquin,CCOC1=CC2=C(NC(C)(C)C=C2C)C=C1,C14H19NO,S5369
20861,Ajmaline,CCC1C(O)N2C3CC1C4C(O)C5(CC24)C3N(C)C6=CC=CC=C56,C20H26N2O2,S5371
20862,Methyl Aminolevulinate Hydrochloride,Cl.COC(=O)CCC(=O)CN,C6H12ClNO3,S5372
20863,Dibutyl phthalate,CCCCOC(=O)C1=C(C=CC=C1)C(=O)OCCCC,C16H22O4,S5377
20864,Dimethyl phthalate,COC(=O)C1=C(C=CC=C1)C(=O)OC,C10H10O4,S5378
20865,Imidafenacin,CC1=NC=C[N]1CCC(C(N)=O)(C2=CC=CC=C2)C3=CC=CC=C3,C20H21N3O,S5385
20866,Betrixaban,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC3=CC=C(Cl)C=N3,C23H22ClN5O3,S5388
20867,Betrixaban maleate,COC1=CC=C(NC(=O)C2=CC=C(C=C2)C(=N)N(C)C)C(=C1)C(=O)NC3=CC=C(Cl)C=N3.OC(=O)\C=C/C(O)=O,C23H22ClN5O3.C4H4O4,S5389
20868,Mepivacaine,CN1CCCCC1C(=O)NC2=C(C)C=CC=C2C,C15H22N2O,S5392
20869,Cyclofenil,CC(=O)OC1=CC=C(C=C1)[C](=[C]2CC[CH2]CC2)C3=CC=C(OC(C)=O)C=C3,C23H24O4,S5393
20870,Tizoxanide,OC1=CC=CC=C1C(=O)NC2=NC=C(S2)[N+]([O-])=O,C10H7N3O4S,S5394
20871,Phenolphthalein,OC1=CC=C(C=C1)C2(OC(=O)C3=C2C=CC=C3)C4=CC=C(O)C=C4,C20H14O4,S5395
20872,Chlorhexidine,ClC1=CC=C(NC(=N)NC(=N)NCCCCCCNC(=N)NC(=N)NC2=CC=C(Cl)C=C2)C=C1,C22H30Cl2N10,S5397
20873,Nefazodone hydrochloride,Cl.CCC1=NN(CCCN2CCN(CC2)C3=CC(=CC=C3)Cl)C(=O)N1CCOC4=CC=CC=C4,C25H33Cl2N5O2,S5398
20874,Chlorprothixene hydrochloride,Cl.CN(C)CC\C=C/1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,C18H19Cl2NS,S5399
20875,Tegaserod Maleate,CCCCCNC(=N)N/N=C/C1=C[NH]C2=C1C=C(OC)C=C2.OC(=O)\C=C/C(O)=O,C16H23N5O.C4H4O4,S5401
20876,Dasabuvir (ABT-333),COC1=C(C=C(C=C1C2=CC3=CC=C(N[S](C)(=O)=O)C=C3C=C2)N4C=CC(=O)NC4=O)C(C)(C)C,C26H27N3O5S,S5402
20877,Ombitasvir (ABT-267),COC(=O)NC(C(C)C)C(=O)N1CCCC1C(=O)NC2=CC=C(C=C2)C3CCC(N3C4=CC=C(C=C4)C(C)(C)C)C5=CC=C(NC(=O)C6CCCN6C(=O)C(NC(=O)OC)C(C)C)C=C5,C50H67N7O8,S5403
20878,Paritaprevir (ABT-450),CC1=NC=C(N=C1)C(=O)NC2CCCCC\C=C/C3CC3(NC(=O)C4CC(CN4C2=O)OC5=NC6=C(C=CC=C6)C7=C5C=CC=C7)C(=O)N[S](=O)(=O)C8CC8,C40H43N7O7S,S5404
20879,Propylparaben,CCCOC(=O)C1=CC=C(O)C=C1,C10H12O3,S5405
20880,Sultamicillin Tosylate,CC1=CC=C(C=C1)[S](O)(=O)=O.CC2(C)SC3CC(=O)N3C2C(=O)OCOC(=O)C4N5C(C(NC(=O)C(N)C6=CC=CC=C6)C5=O)[S](=O)(=O)C4(C)C,C32H38N4O12S3,S5406
20881,Squalane,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,C30H62,S5407
20882,Chloramphenicol sodium succinate,[Na+].OC(C(COC(=O)CCC([O-])=O)NC(=O)C(Cl)Cl)C1=CC=C(C=C1)[N+]([O-])=O,C15H15Cl2N2O8.Na,S5410
20883,Sultamicillin,CC1(C)SC2C(NC(=O)C(N)C3=CC=CC=C3)C(=O)N2C1C(=O)OCOC(=O)C4N5C(CC5=O)[S](=O)(=O)C4(C)C,C25H30N4O9S2,S5411
20884,Ertugliflozin,CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)C34OCC(CO)(O3)C(O)C(O)C4O)C=C1,C22H25ClO7,S5413
20885,Diflucortolone valerate,CCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,C27H36F2O5,S5414
20886,Metyrapone,CC(C)(C1=CC=CN=C1)C(=O)C2=CC=CN=C2,C14H14N2O,S5416
20887,Parecoxib Sodium,CCC(=O)N([Na])[S](=O)(=O)C1=CC=C(C=C1)C2=C(C)ON=C2C3=CC=CC=C3,C19H17N2NaO4S,S5418
20888,"1,4-Cineole",CC(C)C12CCC(C)(CC1)O2,C10H18O,S5419
20889,Clindamycin alcoholate,O.Cl.CCCC1CC(N(C)C1)C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O,C18H33ClN2O5S.HCl.H2O,S5420
20890,Carbaryl,CNC(=O)OC1=C2C=CC=CC2=CC=C1,C12H11NO2,S5424
20891,Promazine hydrochloride,Cl.CN(C)CCCN1C2=CC=CC=C2SC3=C1C=CC=C3,C17H20N2S.HCl,S5428
20892,Metoprolol,COCCC1=CC=C(OCC(O)CNC(C)C)C=C1,C15H25NO3,S5430
20893,Quinacrine Dihydrochloride Dihydrate,O.O.Cl.Cl.CCN(CC)CCCC(C)NC1=C2C=C(OC)C=CC2=NC3=CC(=CC=C13)Cl,C23H30ClN3O.2HCl.2H2O,S5435
20894,Berberine Sulfate,COC1=C(OC)C2=C(C=C1)C=C3C4=C(CC[N+]3=C2)C=C5OCOC5=C4.O[S]([O-])(=O)=O,C20H18NO4.HO4S,S5440
20895,Triprolidine Hydrochloride,O.Cl.CC1=CC=C(C=C1)\C(=C/CN2CCCC2)C3=NC=CC=C3,C19H22N2.HCl.H2O,S5447
20896,Sofalcone,CC(C)=CCOC1=CC=C(/C=C/C(=O)C2=C(OCC(O)=O)C=C(OCC=C(C)C)C=C2)C=C1,C27H30O6,S5450
20897,Sanguinarine chloride,[Cl-].C[N+]1=CC2=C3OCOC3=CC=C2C4=CC=C5C=C6OCOC6=CC5=C14,C20H14NO4.Cl,S5452
20898,Hyperoside,OCC1OC(OC2=C(OC3=C(C(=CC(=C3)O)O)C2=O)C4=CC(=C(O)C=C4)O)C(O)C(O)C1O,C21H20O12,S5453
20899,Saikosaponin D,CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC56OCC7(CCC(C)(C)CC57)C(O)CC46C)C2(C)CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C1O,C42H68O13,S5454
20900,Saikosaponin A,CC1OC(OC2CCC3(C)C(CCC4(C)C3C=CC56OCC7(CCC(C)(C)CC57)C(O)CC46C)C2(C)CO)C(O)C(OC8OC(CO)C(O)C(O)C8O)C1O,C42H68O13,S5466
20901,Curculigoside,COC1=C(C(=O)OCC2=CC(=CC=C2OC3OC(CO)C(O)C(O)C3O)O)C(=CC=C1)OC,C22H26O11,S5457
20902,Verbascoside,CC1OC(OC2C(O)C(OCCC3=CC=C(O)C(=C3)O)OC(CO)C2OC(=O)\C=C\C4=CC=C(O)C(=C4)O)C(O)C(O)C1O,C29H36O15,S5458
20903,Aucubin,OCC1OC(OC2OC=CC3C(O)C=C(CO)C23)C(O)C(O)C1O,C15H22O9,S5459
20904,Vitexin-2-O-rhaMnoside,CC1OC(OC2C(O)C(O)C(CO)OC2C3=C(O)C=C(O)C4=C3OC(=CC4=O)C5=CC=C(O)C=C5)C(O)C(O)C1O,C27H30O14,S5460
20905,Pivmecillinam hydrochloride,Cl.CC(C)(C)C(=O)OCOC(=O)C1N2C(SC1(C)C)C(N=CN3CCCCCC3)C2=O,C21H33N3O5S.HCl,S5473
20906,Rolapitant,CC(OCC1(CCC2(CCC(=O)N2)CN1)C3=CC=CC=C3)C4=CC(=CC(=C4)C(F)(F)F)C(F)(F)F,C25H26F6N2O2,S5476
20907,Gefarnate,CC(C)=CCC/C(C)=C/CC\C(C)=C\CCC(=O)OC\C=C(C)\CCC=C(C)C,C27H44O2,S5477
20908,Dantrolene sodium,[Na+].[O-]C1=NC(=O)CN1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+]([O-])=O,C14H9N4NaO5,S5478
20909,Cloperastine hydrochloride,Cl.ClC1=CC=C(C=C1)C(OCCN2CCCCC2)C3=CC=CC=C3,C20H24ClNO.HCl,S5479
20910,Clidinium Bromide,[Br-].C[N+]12CCC(CC1)C(C2)OC(=O)C(O)(C3=CC=CC=C3)C4=CC=CC=C4,C22H26NO3.Br,S5480
20911,Molindone hydrochloride,Cl.CCC1=C(C)[NH]C2=C1C(=O)C(CC2)CN3CCOCC3,C16H24N2O2.HCl,S5481
20912,Prilocaine hydrochloride,Cl.CCCNC(C)C(=O)NC1=CC=CC=C1C,C13H20N2O.HCl,S5482
20913,Tribenzagan Hydrochloride,Cl.COC1=C(OC)C(=CC(=C1)C(=O)NCC2=CC=C(OCCN(C)C)C=C2)OC,C21H28N2O5.HCl,S5483
20914,Rimantadine Hydrochloride,Cl.CC(N)[C]12C[CH]3C[CH]([CH2]C([CH2]3)C1)C2,C12H21N.HCl,S5484
20915,Desipramine Hydrochloride,Cl.CNCCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,C18H22N2.HCl,S5485
20916,Fluorometholone,CC1CC2C3CCC(O)(C(C)=O)C3(C)CC(O)C2(F)C4(C)C=CC(=O)C=C14,C22H29FO4,S5486
20917,Cefoperazone sodium,[Na+].CCN1CCN(C(=O)NC(C(=O)NC2C3SCC(=C(N3C2=O)C([O-])=O)CSC4=NN=N[N]4C)C5=CC=C(O)C=C5)C(=O)C1=O,C25H26N9NaO8S2,S5487
20918,Fluorescein,OC1=CC2=C(C=C1)C3(OC(=O)C4=C3C=CC=C4)C5=C(O2)C=C(O)C=C5,C20H12O5,S5488
20919,Disopyramide,CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C2=NC=CC=C2)C(C)C,C21H29N3O,S5490
20920,Lomefloxacin,CCN1C=C(C(O)=O)C(=O)C2=C1C(=C(N3CCNC(C)C3)C(=C2)F)F,C17H19F2N3O3,S5491
20921,Econazole,ClC1=CC=C(COC(C[N]2C=CN=C2)C3=C(Cl)C=C(Cl)C=C3)C=C1,C18H15Cl3N2O,S5492
20922,Atropine sulfate,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3.CN4C5CCC4CC(C5)OC(=O)C(CO)C6=CC=CC=C6.O[S](O)(=O)=O,C34H46N2O6.H2SO4,S5493
20923,Salbutamol,CC(C)(C)NCC(O)C1=CC=C(O)C(=C1)CO,C13H21NO3,S5494
20924,Iopanoic acid,CCC(CC1=C(I)C=C(I)C(=C1I)N)C(O)=O,C11H12I3NO2,S5497
20925,Betahistine mesylate,CNCCC1=CC=CC=N1.C[S](O)(=O)=O.C[S](O)(=O)=O,C8H12N2.2CH4O3S,S5498
20926,Amodiaquine hydrochloride,Cl.Cl.CCN(CC)CC1=CC(=CC=C1O)NC2=C3C=CC(=CC3=NC=C2)Cl,C20H22ClN3O.2HCl,S5500
20927,Hydrocortisone acetate,CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,C23H32O6,S5501
20928,Ilaprazole sodium,COC1=C(C)C(=NC=C1)C[S](=O)C2=NC3=C(C=CC(=C3)[N]4C=CC=C4)[N]2[Na],C19H17N4NaO2S,S5502
20929,O-Acetyl-L-carnitine hydrochloride,[Cl-].CC(=O)OC(CC(O)=O)C[N+](C)(C)C,C9H18ClNO4,S5503
20930,Ropivacaine,CCCN1CCCCC1C(=O)NC2=C(C)C=CC=C2C,C17H26N2O,S5504
20931,2’-deoxyuridine,OCC1OC(CC1O)N2C=CC(=O)NC2=O,C9H12N2O5,S5505
20932,Trimebutine maleate,CCC(COC(=O)C1=CC(=C(OC)C(=C1)OC)OC)(N(C)C)C2=CC=CC=C2.OC(=O)\C=C/C(O)=O,C26H33NO9,S5507
20933,Penicillin G Procaine,O.CCN(CC)CCOC(=O)C1=CC=C(N)C=C1.CC2(C)SC3C(NC(=O)CC4=CC=CC=C4)C(=O)N3C2C(O)=O,C16H18N2O4S.C13H20N2O2.H2O,S5515
20934,Salmeterol,OCC1=C(O)C=CC(=C1)C(O)CNCCCCCCOCCCCC2=CC=CC=C2,C25H37NO4,S5527
20935,Acetophenone,CC(=O)C1=CC=CC=C1,C8H8O,S5528
20936,Geraniol,CC(C)=CCC\C(C)=C\CO,C10H18O,S5530
20937,Doripenem,CC(O)C1C2C(C)C(=C(N2C1=O)C(O)=O)SC3CNC(CN[S](N)(=O)=O)C3,C15H24N4O6S2,S5531
20938,Erythromycin estolate,CCCCCCCCCCCCO[S](O)(=O)=O.CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC3OC(C)CC(C3OC(=O)CC)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,C52H97NO18S,S5532
20939,Moxifloxacin,COC1=C2N(C=C(C(O)=O)C(=O)C2=CC(=C1N3CC4CCCNC4C3)F)C5CC5,C21H24FN3O4,S5535
20940,Tizanidine,ClC1=C(NC2=NCCN2)C3=NSN=C3C=C1,C9H8ClN5S,S5537
20941,Tropisetron,CN1C2CCC1CC(C2)OC(=O)C3=C[NH]C4=C3C=CC=C4,C17H20N2O2,S5538
20942,Olprinone,CC1=C(C=C(C#N)C(=O)N1)C2=C[N]3C=CN=C3C=C2,C14H10N4O,S5539
20943,Landiolol hydrochloride,Cl.CC1(C)OCC(COC(=O)CCC2=CC=C(OCC(O)CNCCNC(=O)N3CCOCC3)C=C2)O1,C25H39N3O8.HCl,S5540
20944,Dimetridazole,C[N]1C(=NC=C1[N+]([O-])=O)C,C5H7N3O2,S5541
20945,"1, 10-Phenanthroline monohydrate",O.C1=CC2=C(N=C1)C3=C(C=CC=N3)C=C2,C12H8N2.H2O,S5543
20946,Sulfacetamide,CC(=O)N[S](=O)(=O)C1=CC=C(N)C=C1,C8H10N2O3S,S5546
20947,Hydroxylammonium chloride,Cl.NO,HCl.H3NO,S5547
20948,Ethyl gallate,CCOC(=O)C1=CC(=C(O)C(=C1)O)O,C9H10O5,S5550
20949,Amenamevir,CC1=C(N(CC(=O)NC2=CC=C(C=C2)C3=NOC=N3)C(=O)C4CC[S](=O)(=O)CC4)C(=CC=C1)C,C24H26N4O5S,S5552
20950,Kasugamycin hydrochloride,Cl.CC1OC(OC2C(O)C(O)C(O)C(O)C2O)C(N)CC1NC(=N)C(O)=O,C14H25N3O9.HCl,S5553
20951,Lanatoside C,CC1OC(CC(O)C1OC2CC(O)C(OC3CC(OC(C)=O)C(OC4OC(CO)C(O)C(O)C4O)C(C)O3)C(C)O2)OC5CCC6(C)C(CCC7C6CC(O)C8(C)C(CCC78O)C9=CC(=O)OC9)C5,C49H76O20,S5554
20952,Pamabrom,CN1C(=O)N(C)C2=C([NH]C(=N2)Br)C1=O.CC(C)(N)CO,C7H7BrN4O2.C4H11NO,S5555
20953,(-)-Sparteine Sulfate,O.O.O.O.O.O[S](O)(=O)=O.C1CCN2CC3CC(CN4CCCCC34)C2C1,C15H26N2.H2SO4.5H2O,S5556
20954,D-Pantothenate Sodium,[Na+].CC(C)(CO)C(O)C(=O)NCCC([O-])=O,C9H16NO5.Na,S5558
20955,Tetrahydropalmatine,COC1=C(OC)C=C2C3CC4=CC=C(OC)C(=C4CN3CCC2=C1)OC,C21H25NO4,S5559
20956,Midecamycin,CCC(=O)OC1CC(=O)OC(C)C/C=C/C=C/C(O)C(C)CC(CC=O)C(OC2OC(C)C(OC3CC(C)(O)C(OC(=O)CC)C(C)O3)C(C2O)N(C)C)C1OC,C41H67NO15,S5560
20957,Ethacrynic Acid,CCC(=C)C(=O)C1=C(Cl)C(=C(OCC(O)=O)C=C1)Cl,C13H12Cl2O4,S5561
20958,2-Hydroxybenzyl alcohol,OCC1=CC=CC=C1O,C7H8O2,S5562
20959,Thioridazine hydrochloride,Cl.CSC1=CC2=C(SC3=CC=CC=C3N2CCC4CCCCN4C)C=C1,C21H26N2S2.HCl,S5563
20960,Xylazine,CC1=C(NC2=NCCCS2)C(=CC=C1)C,C12H16N2S,S5564
20961,Triflupromazine hydrochloride,Cl.CN(C)CCCN1C2=C(SC3=CC=C(C=C13)C(F)(F)F)C=CC=C2,C18H20ClF3N2S,S5565
20962,Dapagliflozin propanediol monohydrate,O.CCOC1=CC=C(CC2=C(Cl)C=CC(=C2)C3OC(CO)C(O)C(O)C3O)C=C1.CC(O)CO,C21H25ClO6.C3H8O2.H2O,S5566
20963,Tocofersolan,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(C)C(=C(C)C(=C2O1)C)OC(=O)CCC(=O)OCCO,(C2H4O)nC33H54O5,S5568
20964,Tilmicosin phosphate,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(C2O)N(C)C)C(CCN3CC(C)CC(C)C3)CC(C)C(=O)\C=C\C(=C\C1COC4OC(C)C(O)C(OC)C4OC)C.O[P](O)(O)=O,C46H80N2O13.H3O4P,S5573
20965,Olmesartan,CCCC1=NC(=C([N]1CC2=CC=C(C=C2)C3=C(C=CC=C3)C4=NN=N[NH]4)C(O)=O)C(C)(C)O,C24H26N6O3,S5581
20966,Cytarabine hydrochloride,Cl.NC1=NC(=O)N(C=C1)C2OC(CO)C(O)C2O,C9H13N3O5.HCl,S5582
20967,Cinnamyl acetate,CC(=O)OC/C=C/C1=CC=CC=C1,C11H12O2,S5583
20968,Citronellal,CC(CCC=C(C)C)CC=O,C10H18O,S5585
20969,Vitamin A,CC(=C/CO)\C=C\C=C(C)\C=C\C1=C(C)CCCC1(C)C,C20H30O,S5592
20970,α-Terpineol,CC1=CCC(CC1)C(C)(C)O,C10H18O,S5594
20971,(1R)-(-)-Menthyl acetate,CC(C)C1CCC(C)CC1OC(C)=O,C12H22O2,S5597
20972,Sodium cholate,[Na+].CC(CCC([O-])=O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,C24H39O5.Na,S5599
20973,Diphenylamine Hydrochloride,Cl.N(C1=CC=CC=C1)C2=CC=CC=C2,C12H12ClN,S5604
20974,(+)-Longifolene,CC1(C)CCCC2(C)C3CCC(C13)C2=C,C15H24,S5614
20975,Hippuric acid,OC(=O)CNC(=O)C1=CC=CC=C1,C9H9NO3,S5618
20976,Betahistine,CNCCC1=NC=CC=C1,C8H12N2,S5619
20977,Cilastatin,CC1(C)CC1C(=O)N\C(=C/CCCCSCC(N)C(O)=O)C(O)=O,C16H26N2O5S,S5621
20978,Bedaquiline,COC1=NC2=CC=C(Br)C=C2C=C1C(C3=CC=CC=C3)C(O)(CCN(C)C)C4=CC=CC5=CC=CC=C45,C32H31BrN2O2,S5623
20979,Ammonium lactate,[NH4+].CC(O)C([O-])=O,C3H9NO3,S5625
20980,Benzalkonium chloride,[Cl-].CCCCCC[N+](C)(C)CC1=CC=CC=C1,C15H26ClNR,S5626
20981,Amsacrine hydrochloride,Cl.COC1=CC(=CC=C1NC2=C3C=CC=CC3=NC4=C2C=CC=C4)N[S](C)(=O)=O,C21H20ClN3O3S,S5627
20982,Cefotiam Hexetil Hydrochloride,Cl.Cl.CC(OC(=O)OC1CCCCC1)OC(=O)C2=C(CSC3C(NC(=O)CC4=CSC(=N4)N)C(=O)N23)CSC5=NN=N[N]5CCN(C)C,C27H39Cl2N9O7S3,S5637
20983,Cefozopran hydrochloride,Cl.CO/N=C(C(=O)NC1C2SCC(=C(N2C1=O)C([O-])=O)C[N+]3=C4C=CC=N[N]4C=C3)/C5=NSC(=N5)N,C19H18ClN9O5S2,S5638
20984,Rhodamine B,[Cl-].CCN(CC)C1=CC2=C(C=C1)C(=C3C=CC(C=C3O2)=[N+](CC)CC)C4=C(C=CC=C4)C(O)=O,C28H31ClN2O3,S5641
20985,Emedastine Difumarate,CCOCC[N]1C2=C(C=CC=C2)N=C1N3CCCN(C)CC3.OC(=O)\C=C\C(O)=O.OC(=O)\C=C\C(O)=O,C17H26N4O.2C4H4O4,S5647
20986,Iguratimod,C[S](=O)(=O)NC1=CC2=C(C=C1OC3=CC=CC=C3)C(=O)C(=CO2)NC=O,C17H14N2O6S,S5648
20987,Hydroxyzine pamoate,OCCOCCN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3.OC(=O)C4=C(O)C(=C5C=CC=CC5=C4)CC6=C7C=CC=CC7=CC(=C6O)C(O)=O,C44H43ClN2O8,S5649
20988,Dexrazoxane,CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2,C11H16N4O4,S5651
20989,Elbasvir,COC(=O)NC(C(C)C)C(=O)N1CCCC1C2=NC=C([NH]2)C3=CC4=C(C=C3)C5=CC6=C(C=CC(=C6)C7=CN=C([NH]7)C8CCCN8C(=O)C(NC(=O)OC)C(C)C)[N]5C(O4)C9=CC=CC=C9,C49H55N9O7,S5652
20990,Indigo carmine,[Na+].[Na+].[O-][S](=O)(=O)C1=CC2=C(NC(/C2=O)=C\3NC4=C(C=C(C=C4)[S]([O-])(=O)=O)C3=O)C=C1,C16H8N2Na2O8S2,S5653
20991,Indacaterol,CCC1=CC2=C(CC(C2)NCC(O)C3=CC=C(O)C4=C3C=CC(=O)N4)C=C1CC,C24H28N2O3,S5654
20992,Venlafaxine,COC1=CC=C(C=C1)C(CN(C)C)C2(O)CCCCC2,C17H27NO2,S5655
20993,Diphenylpyraline hydrochloride,Cl.CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3,C19H24ClNO,S5656
20994,Ertapenem sodium,[Na+].CC(O)C1C2C(C)C(=C(N2C1=O)C([O-])=O)SC3CNC(C3)C(=O)NC4=CC(=CC=C4)C(O)=O,C22H24N3NaO7S,S5657
20995,Omeprazole Sodium,COC1=CC2=C(C=C1)[N]([Na])C(=N2)[S](=O)CC3=NC=C(C)C(=C3C)OC,C17H18N3NaO3S,S5658
20996,Emedastine,CCOCC[N]1C2=C(C=CC=C2)N=C1N3CCCN(C)CC3,C17H26N4O,S5659
20997,Tiaprofenic acid,CC(C(O)=O)C1=CC=C(S1)C(=O)C2=CC=CC=C2,C14H12O3S,S5661
20998,Ranitidine,CNC(/NCCSCC1=CC=C(CN(C)C)O1)=C\[N+]([O-])=O,C13H22N4O3S,S5662
20999,Minaprine dihydrochloride,Cl.Cl.CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,C17H24Cl2N4O,S5663
21000,Orphenadrine Hydrochloride,Cl.CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2C,C18H24ClNO,S5664
21001,Drofenine Hydrochloride,Cl.CCN(CC)CCOC(=O)C(C1CCCCC1)C2=CC=CC=C2,C20H32ClNO2,S5665
21002,Moxisylyte hydrochloride,Cl.CC(C)C1=C(OCCN(C)C)C=C(C)C(=C1)OC(C)=O,C16H26ClNO3,S5666
21003,Fruquintinib (HMPL-013),CNC(=O)C1=C(C)OC2=CC(=CC=C12)OC3=C4C=C(OC)C(=CC4=NC=N3)OC,C21H19N3O5,S5667
21004,Isoxsuprine hydrochloride,Cl.CC(COC1=CC=CC=C1)NC(C)C(O)C2=CC=C(O)C=C2,C18H24ClNO3,S5669
21005,Chloropyramine hydrochloride,Cl.CN(C)CCN(CC1=CC=C(Cl)C=C1)C2=CC=CC=N2,C16H21Cl2N3,S5670
21006,Mivacurium chloride,[Cl-].[Cl-].COC1=CC2=C(C=C1OC)C(CC3=CC(=C(OC)C(=C3)OC)OC)[N+](C)(CCCOC(=O)CC\C=C\CCC(=O)OCCC[N+]4(C)CCC5=C(C=C(OC)C(=C5)OC)C4CC6=CC(=C(OC)C(=C6)OC)OC)CC2,C58H80Cl2N2O14,S5673
21007,Dolasetron Mesylate,C[S](O)(=O)=O.O=C1CN2C3CC(CC2CC1C3)OC(=O)C4=C[NH]C5=C4C=CC=C5,C20H24N2O6S,S5679
21008,(-)-Verbenone,CC1=CC(=O)C2CC1C2(C)C,C10H14O,S5680
21009,Methyl linolenate,CC\C=C/C/C=C\C\C=C/CCCCCCCC(=O)OC,C19H32O2,S5682
21010,Isoproterenol sulfate dihydrate,O.O.CC(C)NCC(O)C1=CC=C(O)C(=C1)O.CC(C)NCC(O)C2=CC=C(O)C(=C2)O.O[S](O)(=O)=O,C22H40N2O12S,S5683
21011,Desoximetasone,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1C(=O)CO,C22H29FO4,S5685
21012,Mexenone,COC1=CC(=C(C=C1)C(=O)C2=CC=C(C)C=C2)O,C15H14O3,S5692
21013,Isopropamide Iodide,[I-].CC(C)[N+](C)(CCC(C(N)=O)(C1=CC=CC=C1)C2=CC=CC=C2)C(C)C,C23H33IN2O,S5697
